,0
1841,cubic
1842,rhombohedral
1843,orthorhombic
1844,cubic
1845,orthorhombic
1846,cubic
1847,orthorhombic
1848,orthorhombic
1849,orthorhombic
1850,cubic
1851,rhombohedral
1852,cubic
1853,tetragonal
1854,rhombohedral
1855,cubic
1856,tetragonal
1857,orthorhombic
1858,cubic
1859,cubic
1860,orthorhombic
1861,tetragonal
1862,orthorhombic
1863,orthorhombic
1864,orthorhombic
1865,orthorhombic
1866,cubic
1867,tetragonal
1868,orthorhombic
1869,orthorhombic
1870,cubic
1871,tetragonal
1872,orthorhombic
1873,rhombohedral
1874,cubic
1875,rhombohedral
1876,cubic
1877,orthorhombic
1878,orthorhombic
1879,tetragonal
1880,orthorhombic
1881,cubic
1882,orthorhombic
1883,tetragonal
1884,orthorhombic
1885,orthorhombic
1886,cubic
1887,cubic
1888,orthorhombic
1889,orthorhombic
1890,rhombohedral
1891,orthorhombic
1892,cubic
1893,cubic
1894,orthorhombic
1895,tetragonal
1896,cubic
1897,cubic
1898,orthorhombic
1899,cubic
1900,orthorhombic
1901,orthorhombic
1902,tetragonal
1903,orthorhombic
1904,cubic
1905,orthorhombic
1906,cubic
1907,orthorhombic
1908,orthorhombic
1909,cubic
1910,rhombohedral
1911,orthorhombic
1912,orthorhombic
1913,orthorhombic
1914,orthorhombic
1915,orthorhombic
1916,orthorhombic
1917,cubic
1918,orthorhombic
1919,rhombohedral
1920,orthorhombic
1921,orthorhombic
1922,orthorhombic
1923,cubic
1924,orthorhombic
1925,cubic
1926,orthorhombic
1927,orthorhombic
1928,cubic
1929,orthorhombic
1930,cubic
1931,orthorhombic
1932,cubic
1933,orthorhombic
1934,cubic
1935,orthorhombic
1936,orthorhombic
1937,cubic
1938,orthorhombic
1939,cubic
1940,cubic
1941,cubic
1942,cubic
1943,orthorhombic
1944,cubic
1945,cubic
1946,cubic
1947,orthorhombic
1948,orthorhombic
1949,orthorhombic
1950,cubic
1951,orthorhombic
1952,orthorhombic
1953,cubic
1954,cubic
1955,orthorhombic
1956,orthorhombic
1957,cubic
1958,orthorhombic
1959,orthorhombic
1960,cubic
1961,cubic
1962,cubic
1963,cubic
1964,orthorhombic
1965,cubic
1966,cubic
1967,orthorhombic
1968,orthorhombic
1969,orthorhombic
1970,cubic
1971,cubic
1972,cubic
1973,cubic
1974,orthorhombic
1975,orthorhombic
1976,cubic
1977,cubic
1978,orthorhombic
1979,rhombohedral
1980,cubic
1981,cubic
1982,cubic
1983,rhombohedral
1984,cubic
1985,orthorhombic
1986,cubic
1987,cubic
1988,cubic
1989,orthorhombic
1990,rhombohedral
1991,orthorhombic
1992,rhombohedral
1993,orthorhombic
1994,cubic
1995,rhombohedral
1996,cubic
1997,cubic
1998,orthorhombic
1999,cubic
2000,orthorhombic
2001,cubic
2002,rhombohedral
2003,orthorhombic
2004,rhombohedral
2005,rhombohedral
2006,cubic
2007,orthorhombic
2008,cubic
2009,orthorhombic
2010,cubic
2011,rhombohedral
2012,cubic
2013,rhombohedral
2014,cubic
2015,orthorhombic
2016,cubic
2017,cubic
2018,rhombohedral
2019,tetragonal
2020,rhombohedral
2021,cubic
2022,cubic
2023,cubic
2024,rhombohedral
2025,cubic
2026,orthorhombic
2027,cubic
2028,cubic
2029,cubic
2030,orthorhombic
2031,tetragonal
2032,cubic
2033,cubic
2034,cubic
2035,cubic
2036,orthorhombic
2037,orthorhombic
2038,orthorhombic
2039,cubic
2040,cubic
2041,orthorhombic
2042,orthorhombic
2043,orthorhombic
2044,cubic
2045,cubic
2046,cubic
2047,cubic
2048,cubic
2049,cubic
2050,cubic
2051,orthorhombic
2052,cubic
2053,cubic
2054,cubic
2055,cubic
2056,orthorhombic
2057,cubic
2058,cubic
2059,cubic
2060,cubic
2061,orthorhombic
2062,cubic
2063,cubic
2064,cubic
2065,cubic
2066,cubic
2067,cubic
2068,cubic
2069,cubic
2070,cubic
2071,cubic
2072,cubic
2073,cubic
2074,cubic
2075,cubic
2076,cubic
2077,orthorhombic
2078,cubic
2079,cubic
2080,cubic
2081,cubic
2082,orthorhombic
2083,orthorhombic
2084,cubic
2085,cubic
2086,cubic
2087,cubic
2088,cubic
2089,cubic
2090,cubic
2091,cubic
2092,cubic
2093,orthorhombic
2094,cubic
2095,cubic
2096,cubic
2097,orthorhombic
2098,cubic
2099,cubic
2100,cubic
2101,cubic
2102,orthorhombic
2103,cubic
2104,cubic
2105,cubic
2106,cubic
2107,cubic
2108,cubic
2109,orthorhombic
2110,orthorhombic
2111,cubic
2112,cubic
2113,cubic
2114,cubic
2115,cubic
2116,cubic
2117,cubic
2118,cubic
2119,cubic
2120,orthorhombic
2121,cubic
2122,cubic
2123,cubic
2124,orthorhombic
2125,cubic
2126,cubic
2127,cubic
2128,orthorhombic
2129,cubic
2130,cubic
2131,cubic
2132,cubic
2133,orthorhombic
2134,cubic
2135,orthorhombic
2136,cubic
2137,cubic
2138,cubic
2139,cubic
2140,cubic
2141,cubic
2142,orthorhombic
2143,orthorhombic
2144,cubic
2145,cubic
2146,cubic
2147,cubic
2148,cubic
2149,cubic
2150,orthorhombic
2151,cubic
2152,cubic
2153,orthorhombic
2154,cubic
2155,cubic
2156,cubic
2157,cubic
2158,cubic
2159,cubic
2160,orthorhombic
2161,orthorhombic
2162,orthorhombic
2163,cubic
2164,cubic
2165,orthorhombic
2166,cubic
2167,orthorhombic
2168,rhombohedral
2169,orthorhombic
2170,orthorhombic
2171,cubic
2172,cubic
2173,cubic
2174,cubic
2175,cubic
2176,rhombohedral
2177,orthorhombic
2178,cubic
2179,orthorhombic
2180,orthorhombic
2181,orthorhombic
2182,orthorhombic
2183,cubic
2184,cubic
2185,cubic
2186,orthorhombic
2187,orthorhombic
2188,cubic
2189,cubic
2190,cubic
2191,cubic
2192,orthorhombic
2193,orthorhombic
2194,orthorhombic
2195,orthorhombic
2196,cubic
2197,cubic
2198,orthorhombic
2199,cubic
2200,orthorhombic
2201,cubic
2202,orthorhombic
2203,cubic
2204,orthorhombic
2205,cubic
2206,orthorhombic
2207,cubic
2208,cubic
2209,orthorhombic
2210,orthorhombic
2211,orthorhombic
2212,orthorhombic
2213,orthorhombic
2214,orthorhombic
2215,cubic
2216,cubic
2217,orthorhombic
2218,rhombohedral
2219,cubic
2220,cubic
2221,orthorhombic
2222,rhombohedral
2223,cubic
2224,rhombohedral
2225,cubic
2226,orthorhombic
2227,orthorhombic
2228,cubic
2229,cubic
2230,cubic
2231,cubic
2232,rhombohedral
2233,cubic
2234,cubic
2235,orthorhombic
2236,orthorhombic
2237,rhombohedral
2238,cubic
2239,cubic
2240,orthorhombic
2241,orthorhombic
2242,cubic
2243,cubic
2244,orthorhombic
2245,cubic
2246,cubic
2247,cubic
2248,cubic
2249,cubic
2250,cubic
2251,cubic
2252,rhombohedral
2253,cubic
2254,orthorhombic
2255,cubic
2256,orthorhombic
2257,cubic
2258,cubic
2259,cubic
2260,cubic
2261,orthorhombic
2262,cubic
2263,cubic
2264,cubic
2265,cubic
2266,rhombohedral
2267,cubic
2268,cubic
2269,cubic
2270,tetragonal
2271,orthorhombic
2272,cubic
2273,cubic
2274,cubic
2275,cubic
2276,cubic
2277,cubic
2278,cubic
2279,orthorhombic
2280,rhombohedral
2281,cubic
2282,cubic
2283,cubic
2284,cubic
2285,cubic
2286,orthorhombic
2287,cubic
2288,cubic
2289,cubic
2290,cubic
2291,cubic
2292,orthorhombic
2293,cubic
2294,cubic
2295,cubic
2296,cubic
2297,orthorhombic
2298,orthorhombic
2299,cubic
2300,cubic
2301,cubic
2302,orthorhombic
2303,orthorhombic
2304,cubic
2305,cubic
2306,orthorhombic
2307,orthorhombic
2308,cubic
2309,orthorhombic
2310,orthorhombic
2311,rhombohedral
2312,orthorhombic
2313,cubic
2314,orthorhombic
2315,cubic
2316,cubic
2317,orthorhombic
2318,cubic
2319,orthorhombic
2320,cubic
2321,orthorhombic
2322,cubic
2323,orthorhombic
2324,orthorhombic
2325,rhombohedral
2326,cubic
2327,orthorhombic
2328,cubic
2329,orthorhombic
2330,orthorhombic
2331,cubic
2332,orthorhombic
2333,orthorhombic
2334,orthorhombic
2335,orthorhombic
2336,cubic
2337,orthorhombic
2338,orthorhombic
2339,orthorhombic
2340,cubic
2341,orthorhombic
2342,orthorhombic
2343,orthorhombic
2344,orthorhombic
2345,orthorhombic
2346,orthorhombic
2347,orthorhombic
2348,cubic
2349,orthorhombic
2350,orthorhombic
2351,orthorhombic
2352,orthorhombic
2353,cubic
2354,cubic
2355,orthorhombic
2356,orthorhombic
2357,tetragonal
2358,cubic
2359,orthorhombic
2360,orthorhombic
2361,cubic
2362,orthorhombic
2363,orthorhombic
2364,cubic
2365,cubic
2366,cubic
2367,cubic
2368,orthorhombic
2369,cubic
2370,cubic
2371,rhombohedral
2372,orthorhombic
2373,cubic
2374,cubic
2375,orthorhombic
2376,orthorhombic
2377,rhombohedral
2378,cubic
2379,cubic
2380,orthorhombic
2381,cubic
2382,orthorhombic
2383,cubic
2384,cubic
2385,cubic
2386,orthorhombic
2387,cubic
2388,orthorhombic
2389,cubic
2390,rhombohedral
2391,rhombohedral
2392,orthorhombic
2393,cubic
2394,cubic
2395,cubic
2396,cubic
2397,orthorhombic
2398,cubic
2399,cubic
2400,cubic
2401,cubic
2402,rhombohedral
2403,cubic
2404,cubic
2405,cubic
2406,orthorhombic
2407,orthorhombic
2408,cubic
2409,cubic
2410,cubic
2411,cubic
2412,cubic
2413,cubic
2414,cubic
2415,orthorhombic
2416,orthorhombic
2417,cubic
2418,cubic
2419,cubic
2420,cubic
2421,cubic
2422,rhombohedral
2423,cubic
2424,cubic
2425,cubic
2426,cubic
2427,cubic
2428,orthorhombic
2429,cubic
2430,cubic
2431,orthorhombic
2432,rhombohedral
2433,cubic
2434,orthorhombic
2435,cubic
2436,orthorhombic
2437,cubic
2438,cubic
2439,cubic
2440,cubic
2441,cubic
2442,orthorhombic
2443,orthorhombic
2444,orthorhombic
2445,cubic
2446,cubic
2447,cubic
2448,orthorhombic
2449,orthorhombic
2450,cubic
2451,orthorhombic
2452,orthorhombic
2453,cubic
2454,cubic
2455,orthorhombic
2456,orthorhombic
2457,orthorhombic
2458,cubic
2459,orthorhombic
2460,orthorhombic
2461,orthorhombic
2462,orthorhombic
2463,orthorhombic
2464,cubic
2465,orthorhombic
2466,cubic
2467,orthorhombic
2468,cubic
2469,cubic
2470,orthorhombic
2471,cubic
2472,cubic
2473,cubic
2474,cubic
2475,cubic
2476,orthorhombic
2477,orthorhombic
2478,cubic
2479,orthorhombic
2480,cubic
2481,cubic
2482,cubic
2483,cubic
2484,orthorhombic
2485,cubic
2486,cubic
2487,cubic
2488,orthorhombic
2489,orthorhombic
2490,cubic
2491,cubic
2492,orthorhombic
2493,cubic
2494,cubic
2495,cubic
2496,orthorhombic
2497,orthorhombic
2498,orthorhombic
2499,cubic
2500,cubic
2501,cubic
2502,cubic
2503,orthorhombic
2504,orthorhombic
2505,rhombohedral
2506,orthorhombic
2507,orthorhombic
2508,cubic
2509,cubic
2510,orthorhombic
2511,orthorhombic
2512,rhombohedral
2513,cubic
2514,cubic
2515,orthorhombic
2516,cubic
2517,cubic
2518,orthorhombic
2519,orthorhombic
2520,cubic
2521,orthorhombic
2522,cubic
2523,cubic
2524,cubic
2525,cubic
2526,cubic
2527,cubic
2528,orthorhombic
2529,orthorhombic
2530,cubic
2531,orthorhombic
2532,cubic
2533,orthorhombic
2534,cubic
2535,cubic
2536,cubic
2537,cubic
2538,cubic
2539,orthorhombic
2540,cubic
2541,orthorhombic
2542,cubic
2543,orthorhombic
2544,cubic
2545,cubic
2546,orthorhombic
2547,orthorhombic
2548,cubic
2549,cubic
2550,orthorhombic
2551,orthorhombic
2552,cubic
2553,cubic
2554,orthorhombic
2555,cubic
2556,cubic
2557,cubic
2558,cubic
2559,cubic
2560,cubic
2561,cubic
2562,cubic
2563,cubic
2564,cubic
2565,cubic
2566,orthorhombic
2567,cubic
2568,cubic
2569,cubic
2570,cubic
2571,cubic
2572,cubic
2573,cubic
2574,cubic
2575,cubic
2576,cubic
2577,cubic
2578,cubic
2579,cubic
2580,cubic
2581,cubic
2582,orthorhombic
2583,cubic
2584,cubic
2585,cubic
2586,cubic
2587,cubic
2588,cubic
2589,cubic
2590,cubic
2591,cubic
2592,cubic
2593,cubic
2594,cubic
2595,cubic
2596,cubic
2597,cubic
2598,cubic
2599,cubic
2600,cubic
2601,cubic
2602,cubic
2603,cubic
2604,cubic
2605,cubic
2606,cubic
2607,cubic
2608,cubic
2609,cubic
2610,cubic
2611,cubic
2612,cubic
2613,cubic
2614,cubic
2615,cubic
2616,cubic
2617,cubic
2618,cubic
2619,cubic
2620,cubic
2621,orthorhombic
2622,orthorhombic
2623,tetragonal
2624,orthorhombic
2625,cubic
2626,orthorhombic
2627,cubic
2628,rhombohedral
2629,cubic
2630,cubic
2631,cubic
2632,orthorhombic
2633,orthorhombic
2634,orthorhombic
2635,orthorhombic
2636,orthorhombic
2637,orthorhombic
2638,orthorhombic
2639,orthorhombic
2640,orthorhombic
2641,orthorhombic
2642,tetragonal
2643,orthorhombic
2644,orthorhombic
2645,orthorhombic
2646,orthorhombic
2647,orthorhombic
2648,orthorhombic
2649,cubic
2650,cubic
2651,orthorhombic
2652,cubic
2653,orthorhombic
2654,tetragonal
2655,orthorhombic
2656,orthorhombic
2657,cubic
2658,orthorhombic
2659,orthorhombic
2660,orthorhombic
2661,orthorhombic
2662,cubic
2663,orthorhombic
2664,orthorhombic
2665,orthorhombic
2666,cubic
2667,orthorhombic
2668,orthorhombic
2669,orthorhombic
2670,orthorhombic
2671,tetragonal
2672,cubic
2673,rhombohedral
2674,orthorhombic
2675,rhombohedral
2676,orthorhombic
2677,tetragonal
2678,orthorhombic
2679,tetragonal
2680,orthorhombic
2681,orthorhombic
2682,orthorhombic
2683,tetragonal
2684,cubic
2685,orthorhombic
2686,cubic
2687,orthorhombic
2688,orthorhombic
2689,cubic
2690,cubic
2691,cubic
2692,cubic
2693,cubic
2694,rhombohedral
2695,cubic
2696,cubic
2697,rhombohedral
2698,cubic
2699,orthorhombic
2700,cubic
2701,cubic
2702,orthorhombic
2703,cubic
2704,cubic
2705,cubic
2706,orthorhombic
2707,cubic
2708,cubic
2709,cubic
2710,cubic
2711,cubic
2712,orthorhombic
2713,cubic
2714,cubic
2715,cubic
2716,orthorhombic
2717,orthorhombic
2718,cubic
2719,cubic
2720,cubic
2721,cubic
2722,orthorhombic
2723,cubic
2724,orthorhombic
2725,cubic
2726,cubic
2727,orthorhombic
2728,orthorhombic
2729,cubic
2730,orthorhombic
2731,cubic
2732,cubic
2733,cubic
2734,cubic
2735,cubic
2736,cubic
2737,cubic
2738,cubic
2739,cubic
2740,cubic
2741,cubic
2742,rhombohedral
2743,orthorhombic
2744,cubic
2745,cubic
2746,cubic
2747,cubic
2748,cubic
2749,cubic
2750,cubic
2751,cubic
2752,cubic
2753,cubic
2754,orthorhombic
2755,cubic
2756,cubic
2757,orthorhombic
2758,rhombohedral
2759,orthorhombic
2760,orthorhombic
2761,cubic
2762,orthorhombic
2763,tetragonal
2764,cubic
2765,cubic
2766,orthorhombic
2767,cubic
2768,orthorhombic
2769,orthorhombic
2770,orthorhombic
2771,cubic
2772,orthorhombic
2773,cubic
2774,orthorhombic
2775,orthorhombic
2776,cubic
2777,orthorhombic
2778,orthorhombic
2779,cubic
2780,cubic
2781,orthorhombic
2782,orthorhombic
2783,orthorhombic
2784,cubic
2785,orthorhombic
2786,orthorhombic
2787,orthorhombic
2788,orthorhombic
2789,orthorhombic
2790,cubic
2791,orthorhombic
2792,cubic
2793,orthorhombic
2794,cubic
2795,cubic
2796,orthorhombic
2797,cubic
2798,orthorhombic
2799,cubic
2800,orthorhombic
2801,cubic
2802,orthorhombic
2803,orthorhombic
2804,cubic
2805,orthorhombic
2806,tetragonal
2807,cubic
2808,cubic
2809,cubic
2810,orthorhombic
2811,cubic
2812,cubic
2813,cubic
2814,orthorhombic
2815,orthorhombic
2816,orthorhombic
2817,cubic
2818,orthorhombic
2819,orthorhombic
2820,cubic
2821,cubic
2822,orthorhombic
2823,orthorhombic
2824,cubic
2825,cubic
2826,cubic
2827,cubic
2828,cubic
2829,orthorhombic
2830,cubic
2831,cubic
2832,rhombohedral
2833,cubic
2834,cubic
2835,cubic
2836,cubic
2837,orthorhombic
2838,cubic
2839,cubic
2840,cubic
2841,rhombohedral
2842,cubic
2843,cubic
2844,cubic
2845,cubic
2846,cubic
2847,cubic
2848,cubic
2849,cubic
2850,cubic
2851,orthorhombic
2852,cubic
2853,cubic
2854,cubic
2855,cubic
2856,cubic
2857,cubic
2858,rhombohedral
2859,cubic
2860,cubic
2861,cubic
2862,cubic
2863,rhombohedral
2864,cubic
2865,cubic
2866,cubic
2867,cubic
2868,orthorhombic
2869,cubic
2870,cubic
2871,cubic
2872,cubic
2873,cubic
2874,cubic
2875,cubic
2876,cubic
2877,rhombohedral
2878,cubic
2879,cubic
2880,cubic
2881,cubic
2882,cubic
2883,cubic
2884,cubic
2885,cubic
2886,cubic
2887,cubic
2888,cubic
2889,orthorhombic
2890,cubic
2891,cubic
2892,cubic
2893,orthorhombic
2894,cubic
2895,cubic
2896,cubic
2897,orthorhombic
2898,orthorhombic
2899,cubic
2900,cubic
2901,cubic
2902,orthorhombic
2903,cubic
2904,cubic
2905,orthorhombic
2906,orthorhombic
2907,orthorhombic
2908,cubic
2909,orthorhombic
2910,orthorhombic
2911,cubic
2912,cubic
2913,cubic
2914,orthorhombic
2915,orthorhombic
2916,cubic
2917,orthorhombic
2918,orthorhombic
2919,orthorhombic
2920,orthorhombic
2921,cubic
2922,cubic
2923,orthorhombic
2924,cubic
2925,orthorhombic
2926,cubic
2927,cubic
2928,cubic
2929,cubic
2930,orthorhombic
2931,rhombohedral
2932,cubic
2933,cubic
2934,orthorhombic
2935,cubic
2936,cubic
2937,cubic
2938,orthorhombic
2939,orthorhombic
2940,cubic
2941,cubic
2942,cubic
2943,orthorhombic
2944,orthorhombic
2945,cubic
2946,rhombohedral
2947,rhombohedral
2948,cubic
2949,cubic
2950,cubic
2951,cubic
2952,orthorhombic
2953,tetragonal
2954,cubic
2955,tetragonal
2956,orthorhombic
2957,cubic
2958,cubic
2959,cubic
2960,cubic
2961,cubic
2962,cubic
2963,orthorhombic
2964,cubic
2965,cubic
2966,cubic
2967,cubic
2968,rhombohedral
2969,orthorhombic
2970,cubic
2971,tetragonal
2972,rhombohedral
2973,cubic
2974,orthorhombic
2975,cubic
2976,cubic
2977,rhombohedral
2978,orthorhombic
2979,rhombohedral
2980,orthorhombic
2981,orthorhombic
2982,cubic
2983,tetragonal
2984,cubic
2985,tetragonal
2986,rhombohedral
2987,orthorhombic
2988,tetragonal
2989,cubic
2990,cubic
2991,cubic
2992,cubic
2993,tetragonal
2994,cubic
2995,tetragonal
2996,orthorhombic
2997,cubic
2998,cubic
2999,tetragonal
3000,cubic
3001,tetragonal
3002,cubic
3003,cubic
3004,cubic
3005,cubic
3006,cubic
3007,tetragonal
3008,rhombohedral
3009,cubic
3010,cubic
3011,tetragonal
3012,rhombohedral
3013,rhombohedral
3014,rhombohedral
3015,tetragonal
3016,orthorhombic
3017,orthorhombic
3018,cubic
3019,cubic
3020,cubic
3021,cubic
3022,cubic
3023,cubic
3024,cubic
3025,cubic
3026,rhombohedral
3027,cubic
3028,cubic
3029,rhombohedral
3030,rhombohedral
3031,cubic
3032,cubic
3033,cubic
3034,cubic
3035,cubic
3036,cubic
3037,cubic
3038,rhombohedral
3039,cubic
3040,cubic
3041,cubic
3042,cubic
3043,cubic
3044,cubic
3045,cubic
3046,cubic
3047,cubic
3048,rhombohedral
3049,cubic
3050,orthorhombic
3051,cubic
3052,cubic
3053,cubic
3054,cubic
3055,rhombohedral
3056,cubic
3057,cubic
3058,cubic
3059,cubic
3060,rhombohedral
3061,cubic
3062,cubic
3063,cubic
3064,cubic
3065,rhombohedral
3066,cubic
3067,cubic
3068,cubic
3069,cubic
3070,cubic
3071,cubic
3072,cubic
3073,cubic
3074,rhombohedral
3075,cubic
3076,cubic
3077,cubic
3078,cubic
3079,cubic
3080,rhombohedral
3081,cubic
3082,cubic
3083,cubic
3084,cubic
3085,cubic
3086,rhombohedral
3087,cubic
3088,cubic
3089,cubic
3090,cubic
3091,cubic
3092,cubic
3093,cubic
3094,rhombohedral
3095,cubic
3096,cubic
3097,orthorhombic
3098,cubic
3099,orthorhombic
3100,cubic
3101,cubic
3102,orthorhombic
3103,cubic
3104,cubic
3105,cubic
3106,orthorhombic
3107,cubic
3108,cubic
3109,cubic
3110,cubic
3111,cubic
3112,cubic
3113,cubic
3114,cubic
3115,cubic
3116,orthorhombic
3117,orthorhombic
3118,cubic
3119,cubic
3120,cubic
3121,cubic
3122,cubic
3123,rhombohedral
3124,cubic
3125,orthorhombic
3126,cubic
3127,cubic
3128,orthorhombic
3129,cubic
3130,orthorhombic
3131,cubic
3132,cubic
3133,orthorhombic
3134,cubic
3135,cubic
3136,cubic
3137,cubic
3138,cubic
3139,cubic
3140,cubic
3141,cubic
3142,rhombohedral
3143,cubic
3144,cubic
3145,cubic
3146,cubic
3147,cubic
3148,orthorhombic
3149,cubic
3150,cubic
3151,cubic
3152,cubic
3153,cubic
3154,orthorhombic
3155,cubic
3156,cubic
3157,orthorhombic
3158,cubic
3159,cubic
3160,cubic
3161,cubic
3162,rhombohedral
3163,cubic
3164,cubic
3165,rhombohedral
3166,cubic
3167,orthorhombic
3168,cubic
3169,cubic
3170,orthorhombic
3171,cubic
3172,cubic
3173,cubic
3174,rhombohedral
3175,cubic
3176,cubic
3177,cubic
3178,cubic
3179,cubic
3180,cubic
3181,cubic
3182,cubic
3183,cubic
3184,orthorhombic
3185,orthorhombic
3186,orthorhombic
3187,cubic
3188,cubic
3189,cubic
3190,cubic
3191,orthorhombic
3192,cubic
3193,cubic
3194,cubic
3195,cubic
3196,rhombohedral
3197,cubic
3198,cubic
3199,cubic
3200,cubic
3201,orthorhombic
3202,cubic
3203,cubic
3204,cubic
3205,cubic
3206,cubic
3207,cubic
3208,cubic
3209,cubic
3210,rhombohedral
3211,cubic
3212,cubic
3213,cubic
3214,cubic
3215,cubic
3216,orthorhombic
3217,cubic
3218,cubic
3219,cubic
3220,cubic
3221,cubic
3222,orthorhombic
3223,cubic
3224,cubic
3225,orthorhombic
3226,tetragonal
3227,cubic
3228,cubic
3229,cubic
3230,orthorhombic
3231,cubic
3232,cubic
3233,cubic
3234,cubic
3235,cubic
3236,cubic
3237,orthorhombic
3238,cubic
3239,cubic
3240,cubic
3241,cubic
3242,orthorhombic
3243,tetragonal
3244,tetragonal
3245,cubic
3246,cubic
3247,orthorhombic
3248,orthorhombic
3249,cubic
3250,cubic
3251,cubic
3252,orthorhombic
3253,cubic
3254,cubic
3255,cubic
3256,cubic
3257,orthorhombic
3258,cubic
3259,orthorhombic
3260,cubic
3261,cubic
3262,cubic
3263,cubic
3264,orthorhombic
3265,cubic
3266,cubic
3267,cubic
3268,cubic
3269,orthorhombic
3270,cubic
3271,cubic
3272,cubic
3273,cubic
3274,cubic
3275,cubic
3276,cubic
3277,cubic
3278,orthorhombic
3279,cubic
3280,cubic
3281,cubic
3282,cubic
3283,tetragonal
3284,orthorhombic
3285,cubic
3286,cubic
3287,orthorhombic
3288,cubic
3289,cubic
3290,orthorhombic
3291,cubic
3292,cubic
3293,orthorhombic
3294,orthorhombic
3295,cubic
3296,cubic
3297,cubic
3298,orthorhombic
3299,cubic
3300,cubic
3301,rhombohedral
3302,cubic
3303,orthorhombic
3304,cubic
3305,cubic
3306,tetragonal
3307,cubic
3308,cubic
3309,cubic
3310,orthorhombic
3311,cubic
3312,cubic
3313,cubic
3314,cubic
3315,cubic
3316,cubic
3317,cubic
3318,orthorhombic
3319,cubic
3320,orthorhombic
3321,orthorhombic
3322,cubic
3323,cubic
3324,cubic
3325,cubic
3326,cubic
3327,orthorhombic
3328,cubic
3329,orthorhombic
3330,cubic
3331,cubic
3332,orthorhombic
3333,cubic
3334,orthorhombic
3335,cubic
3336,cubic
3337,orthorhombic
3338,cubic
3339,cubic
3340,cubic
3341,cubic
3342,cubic
3343,cubic
3344,orthorhombic
3345,cubic
3346,orthorhombic
3347,cubic
3348,cubic
3349,cubic
3350,cubic
3351,cubic
3352,orthorhombic
3353,cubic
3354,cubic
3355,cubic
3356,cubic
3357,cubic
3358,orthorhombic
3359,cubic
3360,cubic
3361,cubic
3362,cubic
3363,cubic
3364,cubic
3365,cubic
3366,cubic
3367,cubic
3368,cubic
3369,orthorhombic
3370,cubic
3371,cubic
3372,cubic
3373,cubic
3374,cubic
3375,cubic
3376,cubic
3377,cubic
3378,orthorhombic
3379,cubic
3380,cubic
3381,cubic
3382,cubic
3383,cubic
3384,cubic
3385,cubic
3386,cubic
3387,cubic
3388,cubic
3389,cubic
3390,cubic
3391,cubic
3392,cubic
3393,cubic
3394,cubic
3395,orthorhombic
3396,cubic
3397,cubic
3398,cubic
3399,cubic
3400,cubic
3401,cubic
3402,cubic
3403,cubic
3404,cubic
3405,cubic
3406,cubic
3407,cubic
3408,cubic
3409,cubic
3410,cubic
3411,cubic
3412,cubic
3413,cubic
3414,cubic
3415,cubic
3416,cubic
3417,cubic
3418,cubic
3419,cubic
3420,cubic
3421,cubic
3422,cubic
3423,cubic
3424,cubic
3425,cubic
3426,orthorhombic
3427,cubic
3428,cubic
3429,orthorhombic
3430,orthorhombic
3431,cubic
3432,cubic
3433,cubic
3434,orthorhombic
3435,tetragonal
3436,cubic
3437,cubic
3438,cubic
3439,cubic
3440,orthorhombic
3441,orthorhombic
3442,tetragonal
3443,orthorhombic
3444,cubic
3445,cubic
3446,cubic
3447,orthorhombic
3448,orthorhombic
3449,cubic
3450,orthorhombic
3451,orthorhombic
3452,cubic
3453,cubic
3454,cubic
3455,cubic
3456,orthorhombic
3457,cubic
3458,orthorhombic
3459,cubic
3460,orthorhombic
3461,orthorhombic
3462,orthorhombic
3463,cubic
3464,orthorhombic
3465,cubic
3466,orthorhombic
3467,cubic
3468,cubic
3469,orthorhombic
3470,cubic
3471,cubic
3472,cubic
3473,orthorhombic
3474,cubic
3475,orthorhombic
3476,orthorhombic
3477,cubic
3478,orthorhombic
3479,cubic
3480,cubic
3481,cubic
3482,orthorhombic
3483,cubic
3484,cubic
3485,cubic
3486,cubic
3487,orthorhombic
3488,orthorhombic
3489,cubic
3490,cubic
3491,orthorhombic
3492,cubic
3493,cubic
3494,cubic
3495,orthorhombic
3496,orthorhombic
3497,cubic
3498,orthorhombic
3499,tetragonal
3500,cubic
3501,cubic
3502,orthorhombic
3503,cubic
3504,cubic
3505,orthorhombic
3506,cubic
3507,cubic
3508,cubic
3509,orthorhombic
3510,orthorhombic
3511,cubic
3512,cubic
3513,cubic
3514,orthorhombic
3515,rhombohedral
3516,cubic
3517,cubic
3518,orthorhombic
3519,orthorhombic
3520,cubic
3521,cubic
3522,cubic
3523,cubic
3524,orthorhombic
3525,cubic
3526,cubic
3527,cubic
3528,cubic
3529,cubic
3530,orthorhombic
3531,orthorhombic
3532,tetragonal
3533,cubic
3534,cubic
3535,cubic
3536,tetragonal
3537,cubic
3538,cubic
3539,cubic
3540,orthorhombic
3541,orthorhombic
3542,orthorhombic
3543,cubic
3544,orthorhombic
3545,tetragonal
3546,cubic
3547,tetragonal
3548,cubic
3549,orthorhombic
3550,orthorhombic
3551,tetragonal
3552,cubic
3553,cubic
3554,cubic
3555,tetragonal
3556,orthorhombic
3557,cubic
3558,cubic
3559,orthorhombic
3560,cubic
3561,cubic
3562,orthorhombic
3563,cubic
3564,tetragonal
3565,orthorhombic
3566,orthorhombic
3567,tetragonal
3568,orthorhombic
3569,cubic
3570,cubic
